CustomerID,CustomerName,Region,SubscriptionType,SubscriptionStart,SubscriptionEnd,Canceled,Revenue,Duration_Months 
206,Ella,South,Premium,6/30/2022,6/30/2023,TRUE,1610,12
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,1384,12
208,Sara,West,Standard,8/31/2022,8/31/2023,FALSE,1120,12
209,Tom,North,Basic,9/30/2022,9/30/2023,TRUE,1061,12
210,Eva,South,Premium,10/31/2022,10/31/2023,TRUE,2085,12
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,1261,12
212,Anna,West,Standard,12/31/2022,12/31/2023,FALSE,1733,12
214,Zoe,South,Premium,2/28/2023,2/29/2024,FALSE,1215,12
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,1299,12
216,Grace,West,Standard,4/30/2023,4/30/2024,TRUE,2701,12
217,Rob,North,Basic,5/31/2023,5/31/2024,TRUE,1797,12
218,Sophia,South,Premium,6/30/2023,6/30/2024,FALSE,2804,12
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,1359,12
220,Nina,West,Standard,8/31/2023,8/31/2024,TRUE,2059,12
201,John,North,Basic,1/31/2022,1/31/2023,FALSE,2829,12
202,Jane,South,Premium,2/28/2022,2/28/2023,TRUE,1064,12
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,1896,12
204,Maria,West,Standard,4/30/2022,4/30/2023,TRUE,2930,12
205,James,North,Basic,5/31/2022,5/31/2023,FALSE,2881,12
206,Ella,South,Premium,6/30/2022,6/30/2023,TRUE,2873,12
208,Sara,West,Standard,8/31/2022,8/31/2023,FALSE,2153,12
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,1941,12
212,Anna,West,Standard,12/31/2022,12/31/2023,FALSE,2655,12
213,Chris,North,Basic,1/31/2023,1/31/2024,TRUE,1228,12
214,Zoe,South,Premium,2/28/2023,2/29/2024,FALSE,1689,12
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,2832,12
216,Grace,West,Standard,4/30/2023,4/30/2024,TRUE,2201,12
217,Rob,North,Basic,5/31/2023,5/31/2024,TRUE,1104,12
218,Sophia,South,Premium,6/30/2023,6/30/2024,FALSE,1598,12
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,1097,12
201,John,North,Basic,1/31/2022,1/31/2023,FALSE,2789,12
202,Jane,South,Premium,2/28/2022,2/28/2023,TRUE,2711,12
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,2274,12
204,Maria,West,Standard,4/30/2022,4/30/2023,TRUE,2606,12
206,Ella,South,Premium,6/30/2022,6/30/2023,TRUE,1379,12
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,1880,12
208,Sara,West,Standard,8/31/2022,8/31/2023,FALSE,1604,12
209,Tom,North,Basic,9/30/2022,9/30/2023,TRUE,1560,12
210,Eva,South,Premium,10/31/2022,10/31/2023,TRUE,2902,12
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,1977,12
212,Anna,West,Standard,12/31/2022,12/31/2023,FALSE,2310,12
214,Zoe,South,Premium,2/28/2023,2/29/2024,FALSE,2965,12
216,Grace,West,Standard,4/30/2023,4/30/2024,TRUE,2515,12
217,Rob,North,Basic,5/31/2023,5/31/2024,TRUE,1889,12
218,Sophia,South,Premium,6/30/2023,6/30/2024,FALSE,2288,12
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,2050,12
220,Nina,West,Standard,8/31/2023,8/31/2024,TRUE,1695,12
201,John,North,Basic,1/31/2022,1/31/2023,FALSE,1996,12
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,2088,12
204,Maria,West,Standard,4/30/2022,4/30/2023,TRUE,2771,12
205,James,North,Basic,5/31/2022,5/31/2023,FALSE,1340,12
206,Ella,South,Premium,6/30/2022,6/30/2023,TRUE,2667,12
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,2592,12
208,Sara,West,Standard,8/31/2022,8/31/2023,FALSE,1505,12
209,Tom,North,Basic,9/30/2022,9/30/2023,TRUE,1121,12
210,Eva,South,Premium,10/31/2022,10/31/2023,TRUE,1499,12
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,2726,12
212,Anna,West,Standard,12/31/2022,12/31/2023,FALSE,2677,12
213,Chris,North,Basic,1/31/2023,1/31/2024,TRUE,1400,12
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,1932,12
216,Grace,West,Standard,4/30/2023,4/30/2024,TRUE,2172,12
217,Rob,North,Basic,5/31/2023,5/31/2024,TRUE,1727,12
218,Sophia,South,Premium,6/30/2023,6/30/2024,FALSE,1351,12
220,Nina,West,Standard,8/31/2023,8/31/2024,TRUE,1805,12
201,John,North,Basic,1/31/2022,1/31/2023,FALSE,1168,12
202,Jane,South,Premium,2/28/2022,2/28/2023,TRUE,2619,12
204,Maria,West,Standard,4/30/2022,4/30/2023,TRUE,2766,12
206,Ella,South,Premium,6/30/2022,6/30/2023,TRUE,1416,12
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,2257,12
208,Sara,West,Standard,8/31/2022,8/31/2023,FALSE,2959,12
209,Tom,North,Basic,9/30/2022,9/30/2023,TRUE,1339,12
210,Eva,South,Premium,10/31/2022,10/31/2023,TRUE,2244,12
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,1377,12
212,Anna,West,Standard,12/31/2022,12/31/2023,FALSE,2673,12
213,Chris,North,Basic,1/31/2023,1/31/2024,TRUE,2103,12
214,Zoe,South,Premium,2/28/2023,2/29/2024,FALSE,2508,12
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,1882,12
216,Grace,West,Standard,4/30/2023,4/30/2024,TRUE,1555,12
217,Rob,North,Basic,5/31/2023,5/31/2024,TRUE,2018,12
218,Sophia,South,Premium,6/30/2023,6/30/2024,FALSE,1035,12
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,2938,12
220,Nina,West,Standard,8/31/2023,8/31/2024,TRUE,1871,12
201,John,North,Basic,1/31/2022,1/31/2023,FALSE,1192,12
202,Jane,South,Premium,2/28/2022,2/28/2023,TRUE,1361,12
204,Maria,West,Standard,4/30/2022,4/30/2023,TRUE,2299,12
205,James,North,Basic,5/31/2022,5/31/2023,FALSE,1594,12
206,Ella,South,Premium,6/30/2022,6/30/2023,TRUE,1448,12
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,2186,12
209,Tom,North,Basic,9/30/2022,9/30/2023,TRUE,2048,12
210,Eva,South,Premium,10/31/2022,10/31/2023,TRUE,2713,12
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,2422,12
212,Anna,West,Standard,12/31/2022,12/31/2023,FALSE,2125,12
213,Chris,North,Basic,1/31/2023,1/31/2024,TRUE,1226,12
214,Zoe,South,Premium,2/28/2023,2/29/2024,FALSE,2588,12
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,2696,12
216,Grace,West,Standard,4/30/2023,4/30/2024,TRUE,1632,12
217,Rob,North,Basic,5/31/2023,5/31/2024,TRUE,1176,12
218,Sophia,South,Premium,6/30/2023,6/30/2024,FALSE,1418,12
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,1876,12
201,John,North,Basic,1/31/2022,1/31/2023,FALSE,1468,12
202,Jane,South,Premium,2/28/2022,2/28/2023,TRUE,2623,12
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,1743,12
205,James,North,Basic,5/31/2022,5/31/2023,FALSE,1759,12
206,Ella,South,Premium,6/30/2022,6/30/2023,TRUE,2587,12
208,Sara,West,Standard,8/31/2022,8/31/2023,FALSE,1037,12
209,Tom,North,Basic,9/30/2022,9/30/2023,TRUE,1942,12
210,Eva,South,Premium,10/31/2022,10/31/2023,TRUE,2978,12
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,2002,12
212,Anna,West,Standard,12/31/2022,12/31/2023,FALSE,1790,12
213,Chris,North,Basic,1/31/2023,1/31/2024,TRUE,1526,12
216,Grace,West,Standard,4/30/2023,4/30/2024,TRUE,2664,12
217,Rob,North,Basic,5/31/2023,5/31/2024,TRUE,2776,12
218,Sophia,South,Premium,6/30/2023,6/30/2024,FALSE,1372,12
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,1266,12
201,John,North,Basic,1/31/2022,1/31/2023,FALSE,2701,12
202,Jane,South,Premium,2/28/2022,2/28/2023,TRUE,2767,12
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,2001,12
204,Maria,West,Standard,4/30/2022,4/30/2023,TRUE,1935,12
206,Ella,South,Premium,6/30/2022,6/30/2023,TRUE,1438,12
208,Sara,West,Standard,8/31/2022,8/31/2023,FALSE,1998,12
209,Tom,North,Basic,9/30/2022,9/30/2023,TRUE,2696,12
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,1068,12
212,Anna,West,Standard,12/31/2022,12/31/2023,FALSE,1250,12
213,Chris,North,Basic,1/31/2023,1/31/2024,TRUE,2789,12
214,Zoe,South,Premium,2/28/2023,2/29/2024,FALSE,2970,12
216,Grace,West,Standard,4/30/2023,4/30/2024,TRUE,1385,12
218,Sophia,South,Premium,6/30/2023,6/30/2024,FALSE,2374,12
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,2691,12
220,Nina,West,Standard,8/31/2023,8/31/2024,TRUE,1540,12
201,John,North,Basic,1/31/2022,1/31/2023,FALSE,2971,12
202,Jane,South,Premium,2/28/2022,2/28/2023,TRUE,2380,12
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,2378,12
205,James,North,Basic,5/31/2022,5/31/2023,FALSE,2714,12
206,Ella,South,Premium,6/30/2022,6/30/2023,TRUE,2623,12
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,2553,12
208,Sara,West,Standard,8/31/2022,8/31/2023,FALSE,2361,12
209,Tom,North,Basic,9/30/2022,9/30/2023,TRUE,1599,12
210,Eva,South,Premium,10/31/2022,10/31/2023,TRUE,2407,12
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,1907,12
212,Anna,West,Standard,12/31/2022,12/31/2023,FALSE,2382,12
213,Chris,North,Basic,1/31/2023,1/31/2024,TRUE,2262,12
214,Zoe,South,Premium,2/28/2023,2/29/2024,FALSE,1988,12
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,1902,12
216,Grace,West,Standard,4/30/2023,4/30/2024,TRUE,1822,12
217,Rob,North,Basic,5/31/2023,5/31/2024,TRUE,2548,12
218,Sophia,South,Premium,6/30/2023,6/30/2024,FALSE,2174,12
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,2194,12
220,Nina,West,Standard,8/31/2023,8/31/2024,TRUE,2503,12
201,John,North,Basic,1/31/2022,1/31/2023,FALSE,2183,12
202,Jane,South,Premium,2/28/2022,2/28/2023,TRUE,2549,12
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,1617,12
204,Maria,West,Standard,4/30/2022,4/30/2023,TRUE,2841,12
205,James,North,Basic,5/31/2022,5/31/2023,FALSE,2995,12
206,Ella,South,Premium,6/30/2022,6/30/2023,TRUE,1422,12
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,1156,12
208,Sara,West,Standard,8/31/2022,8/31/2023,FALSE,1586,12
209,Tom,North,Basic,9/30/2022,9/30/2023,TRUE,1337,12
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,1379,12
212,Anna,West,Standard,12/31/2022,12/31/2023,FALSE,1616,12
213,Chris,North,Basic,1/31/2023,1/31/2024,TRUE,2241,12
214,Zoe,South,Premium,2/28/2023,2/29/2024,FALSE,2698,12
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,2118,12
216,Grace,West,Standard,4/30/2023,4/30/2024,TRUE,1712,12
217,Rob,North,Basic,5/31/2023,5/31/2024,TRUE,1417,12
218,Sophia,South,Premium,6/30/2023,6/30/2024,FALSE,2238,12
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,2208,12
220,Nina,West,Standard,8/31/2023,8/31/2024,TRUE,1319,12
201,John,North,Basic,1/31/2022,1/31/2023,FALSE,1495,12
202,Jane,South,Premium,2/28/2022,2/28/2023,TRUE,2893,12
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,1328,12
204,Maria,West,Standard,4/30/2022,4/30/2023,TRUE,1784,12
205,James,North,Basic,5/31/2022,5/31/2023,FALSE,2322,12
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,2691,12
208,Sara,West,Standard,8/31/2022,8/31/2023,FALSE,1609,12
210,Eva,South,Premium,10/31/2022,10/31/2023,TRUE,1976,12
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,2153,12
212,Anna,West,Standard,12/31/2022,12/31/2023,FALSE,1442,12
213,Chris,North,Basic,1/31/2023,1/31/2024,TRUE,2055,12
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,1733,12
216,Grace,West,Standard,4/30/2023,4/30/2024,TRUE,2225,12
217,Rob,North,Basic,5/31/2023,5/31/2024,TRUE,2140,12
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,2836,12
220,Nina,West,Standard,8/31/2023,8/31/2024,TRUE,2571,12
201,John,North,Basic,1/31/2022,1/31/2023,FALSE,1743,12
202,Jane,South,Premium,2/28/2022,2/28/2023,TRUE,1027,12
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,1850,12
204,Maria,West,Standard,4/30/2022,4/30/2023,TRUE,2623,12
205,James,North,Basic,5/31/2022,5/31/2023,FALSE,1165,12
206,Ella,South,Premium,6/30/2022,6/30/2023,TRUE,1146,12
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,1072,12
208,Sara,West,Standard,8/31/2022,8/31/2023,FALSE,1753,12
209,Tom,North,Basic,9/30/2022,9/30/2023,TRUE,2050,12
210,Eva,South,Premium,10/31/2022,10/31/2023,TRUE,2408,12
212,Anna,West,Standard,12/31/2022,12/31/2023,FALSE,1959,12
214,Zoe,South,Premium,2/28/2023,2/29/2024,FALSE,1162,12
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,2307,12
216,Grace,West,Standard,4/30/2023,4/30/2024,TRUE,2219,12
217,Rob,North,Basic,5/31/2023,5/31/2024,TRUE,2812,12
218,Sophia,South,Premium,6/30/2023,6/30/2024,FALSE,2545,12
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,2130,12
201,John,North,Basic,1/31/2022,1/31/2023,FALSE,1257,12
202,Jane,South,Premium,2/28/2022,2/28/2023,TRUE,1012,12
204,Maria,West,Standard,4/30/2022,4/30/2023,TRUE,1349,12
205,James,North,Basic,5/31/2022,5/31/2023,FALSE,1546,12
206,Ella,South,Premium,6/30/2022,6/30/2023,TRUE,2710,12
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,2985,12
208,Sara,West,Standard,8/31/2022,8/31/2023,FALSE,2468,12
209,Tom,North,Basic,9/30/2022,9/30/2023,TRUE,1570,12
210,Eva,South,Premium,10/31/2022,10/31/2023,TRUE,2077,12
213,Chris,North,Basic,1/31/2023,1/31/2024,TRUE,1054,12
214,Zoe,South,Premium,2/28/2023,2/29/2024,FALSE,1650,12
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,1263,12
216,Grace,West,Standard,4/30/2023,4/30/2024,TRUE,2852,12
217,Rob,North,Basic,5/31/2023,5/31/2024,TRUE,1700,12
218,Sophia,South,Premium,6/30/2023,6/30/2024,FALSE,2192,12
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,2571,12
220,Nina,West,Standard,8/31/2023,8/31/2024,TRUE,1370,12
201,John,North,Basic,1/31/2022,1/31/2023,FALSE,2380,12
202,Jane,South,Premium,2/28/2022,2/28/2023,TRUE,1898,12
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,1553,12
205,James,North,Basic,5/31/2022,5/31/2023,FALSE,2057,12
206,Ella,South,Premium,6/30/2022,6/30/2023,TRUE,1414,12
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,2436,12
208,Sara,West,Standard,8/31/2022,8/31/2023,FALSE,2707,12
209,Tom,North,Basic,9/30/2022,9/30/2023,TRUE,2789,12
210,Eva,South,Premium,10/31/2022,10/31/2023,TRUE,1182,12
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,2438,12
212,Anna,West,Standard,12/31/2022,12/31/2023,FALSE,1257,12
213,Chris,North,Basic,1/31/2023,1/31/2024,TRUE,2236,12
214,Zoe,South,Premium,2/28/2023,2/29/2024,FALSE,2708,12
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,2571,12
216,Grace,West,Standard,4/30/2023,4/30/2024,TRUE,1091,12
217,Rob,North,Basic,5/31/2023,5/31/2024,TRUE,2085,12
218,Sophia,South,Premium,6/30/2023,6/30/2024,FALSE,1755,12
220,Nina,West,Standard,8/31/2023,8/31/2024,TRUE,2957,12
201,John,North,Basic,1/31/2022,1/31/2023,FALSE,2058,12
202,Jane,South,Premium,2/28/2022,2/28/2023,TRUE,2200,12
205,James,North,Basic,5/31/2022,5/31/2023,FALSE,2664,12
206,Ella,South,Premium,6/30/2022,6/30/2023,TRUE,1264,12
208,Sara,West,Standard,8/31/2022,8/31/2023,FALSE,1268,12
210,Eva,South,Premium,10/31/2022,10/31/2023,TRUE,2589,12
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,1680,12
212,Anna,West,Standard,12/31/2022,12/31/2023,FALSE,2861,12
213,Chris,North,Basic,1/31/2023,1/31/2024,TRUE,1289,12
214,Zoe,South,Premium,2/28/2023,2/29/2024,FALSE,2314,12
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,1204,12
216,Grace,West,Standard,4/30/2023,4/30/2024,TRUE,2011,12
217,Rob,North,Basic,5/31/2023,5/31/2024,TRUE,1704,12
218,Sophia,South,Premium,6/30/2023,6/30/2024,FALSE,2223,12
220,Nina,West,Standard,8/31/2023,8/31/2024,TRUE,2947,12
201,John,North,Basic,1/31/2022,1/31/2023,FALSE,1047,12
202,Jane,South,Premium,2/28/2022,2/28/2023,TRUE,2353,12
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,2231,12
204,Maria,West,Standard,4/30/2022,4/30/2023,TRUE,1973,12
205,James,North,Basic,5/31/2022,5/31/2023,FALSE,1440,12
206,Ella,South,Premium,6/30/2022,6/30/2023,TRUE,1597,12
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,2430,12
208,Sara,West,Standard,8/31/2022,8/31/2023,FALSE,2231,12
209,Tom,North,Basic,9/30/2022,9/30/2023,TRUE,2491,12
210,Eva,South,Premium,10/31/2022,10/31/2023,TRUE,2149,12
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,2238,12
212,Anna,West,Standard,12/31/2022,12/31/2023,FALSE,1531,12
213,Chris,North,Basic,1/31/2023,1/31/2024,TRUE,2335,12
214,Zoe,South,Premium,2/28/2023,2/29/2024,FALSE,1059,12
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,2805,12
216,Grace,West,Standard,4/30/2023,4/30/2024,TRUE,2455,12
217,Rob,North,Basic,5/31/2023,5/31/2024,TRUE,1580,12
218,Sophia,South,Premium,6/30/2023,6/30/2024,FALSE,2781,12
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,1304,12
220,Nina,West,Standard,8/31/2023,8/31/2024,TRUE,2240,12
201,John,North,Basic,1/31/2022,1/31/2023,FALSE,1855,12
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,2503,12
204,Maria,West,Standard,4/30/2022,4/30/2023,TRUE,1070,12
205,James,North,Basic,5/31/2022,5/31/2023,FALSE,2730,12
206,Ella,South,Premium,6/30/2022,6/30/2023,TRUE,2467,12
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,2045,12
208,Sara,West,Standard,8/31/2022,8/31/2023,FALSE,1063,12
209,Tom,North,Basic,9/30/2022,9/30/2023,TRUE,1598,12
210,Eva,South,Premium,10/31/2022,10/31/2023,TRUE,1238,12
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,2765,12
212,Anna,West,Standard,12/31/2022,12/31/2023,FALSE,2659,12
213,Chris,North,Basic,1/31/2023,1/31/2024,TRUE,1575,12
214,Zoe,South,Premium,2/28/2023,2/29/2024,FALSE,2579,12
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,2170,12
217,Rob,North,Basic,5/31/2023,5/31/2024,TRUE,2149,12
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,2654,12
201,John,North,Basic,1/31/2022,1/31/2023,FALSE,1865,12
202,Jane,South,Premium,2/28/2022,2/28/2023,TRUE,2472,12
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,1950,12
204,Maria,West,Standard,4/30/2022,4/30/2023,TRUE,2620,12
205,James,North,Basic,5/31/2022,5/31/2023,FALSE,1680,12
206,Ella,South,Premium,6/30/2022,6/30/2023,TRUE,2700,12
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,2172,12
208,Sara,West,Standard,8/31/2022,8/31/2023,FALSE,1438,12
209,Tom,North,Basic,9/30/2022,9/30/2023,TRUE,1475,12
210,Eva,South,Premium,10/31/2022,10/31/2023,TRUE,2855,12
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,2988,12
213,Chris,North,Basic,1/31/2023,1/31/2024,TRUE,1838,12
214,Zoe,South,Premium,2/28/2023,2/29/2024,FALSE,2952,12
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,1829,12
216,Grace,West,Standard,4/30/2023,4/30/2024,TRUE,2955,12
217,Rob,North,Basic,5/31/2023,5/31/2024,TRUE,2882,12
218,Sophia,South,Premium,6/30/2023,6/30/2024,FALSE,2465,12
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,2557,12
220,Nina,West,Standard,8/31/2023,8/31/2024,TRUE,1978,12
201,John,North,Basic,1/31/2022,1/31/2023,FALSE,1788,12
202,Jane,South,Premium,2/28/2022,2/28/2023,TRUE,2696,12
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,1163,12
204,Maria,West,Standard,4/30/2022,4/30/2023,TRUE,1756,12
205,James,North,Basic,5/31/2022,5/31/2023,FALSE,2236,12
206,Ella,South,Premium,6/30/2022,6/30/2023,TRUE,2971,12
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,2210,12
208,Sara,West,Standard,8/31/2022,8/31/2023,FALSE,1462,12
209,Tom,North,Basic,9/30/2022,9/30/2023,TRUE,1168,12
210,Eva,South,Premium,10/31/2022,10/31/2023,TRUE,2203,12
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,2155,12
212,Anna,West,Standard,12/31/2022,12/31/2023,FALSE,2465,12
213,Chris,North,Basic,1/31/2023,1/31/2024,TRUE,2245,12
214,Zoe,South,Premium,2/28/2023,2/29/2024,FALSE,1837,12
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,1009,12
216,Grace,West,Standard,4/30/2023,4/30/2024,TRUE,2734,12
217,Rob,North,Basic,5/31/2023,5/31/2024,TRUE,2898,12
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,2761,12
220,Nina,West,Standard,8/31/2023,8/31/2024,TRUE,2211,12
201,John,North,Basic,1/31/2022,1/31/2023,FALSE,2603,12
202,Jane,South,Premium,2/28/2022,2/28/2023,TRUE,2655,12
204,Maria,West,Standard,4/30/2022,4/30/2023,TRUE,1369,12
205,James,North,Basic,5/31/2022,5/31/2023,FALSE,2894,12
206,Ella,South,Premium,6/30/2022,6/30/2023,TRUE,1541,12
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,1631,12
208,Sara,West,Standard,8/31/2022,8/31/2023,FALSE,2979,12
209,Tom,North,Basic,9/30/2022,9/30/2023,TRUE,2288,12
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,1514,12
212,Anna,West,Standard,12/31/2022,12/31/2023,FALSE,1213,12
213,Chris,North,Basic,1/31/2023,1/31/2024,TRUE,1610,12
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,1284,12
216,Grace,West,Standard,4/30/2023,4/30/2024,TRUE,2234,12
217,Rob,North,Basic,5/31/2023,5/31/2024,TRUE,1107,12
218,Sophia,South,Premium,6/30/2023,6/30/2024,FALSE,1387,12
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,1275,12
220,Nina,West,Standard,8/31/2023,8/31/2024,TRUE,1539,12
201,John,North,Basic,1/31/2022,1/31/2023,FALSE,1694,12
202,Jane,South,Premium,2/28/2022,2/28/2023,TRUE,1958,12
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,1565,12
204,Maria,West,Standard,4/30/2022,4/30/2023,TRUE,1079,12
205,James,North,Basic,5/31/2022,5/31/2023,FALSE,1990,12
206,Ella,South,Premium,6/30/2022,6/30/2023,TRUE,1633,12
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,1870,12
208,Sara,West,Standard,8/31/2022,8/31/2023,FALSE,1965,12
209,Tom,North,Basic,9/30/2022,9/30/2023,TRUE,1872,12
210,Eva,South,Premium,10/31/2022,10/31/2023,TRUE,1443,12
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,2545,12
212,Anna,West,Standard,12/31/2022,12/31/2023,FALSE,2963,12
213,Chris,North,Basic,1/31/2023,1/31/2024,TRUE,1615,12
214,Zoe,South,Premium,2/28/2023,2/29/2024,FALSE,1269,12
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,1739,12
216,Grace,West,Standard,4/30/2023,4/30/2024,TRUE,2039,12
217,Rob,North,Basic,5/31/2023,5/31/2024,TRUE,1129,12
218,Sophia,South,Premium,6/30/2023,6/30/2024,FALSE,2605,12
220,Nina,West,Standard,8/31/2023,8/31/2024,TRUE,1437,12
201,John,North,Basic,1/31/2022,1/31/2023,FALSE,2919,12
202,Jane,South,Premium,2/28/2022,2/28/2023,TRUE,2027,12
203,Alex,East,Basic,3/31/2022,3/31/2023,FALSE,2751,12
204,Maria,West,Standard,4/30/2022,4/30/2023,TRUE,2770,12
206,Ella,South,Premium,6/30/2022,6/30/2023,TRUE,2255,12
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,1004,12
208,Sara,West,Standard,8/31/2022,8/31/2023,FALSE,1761,12
209,Tom,North,Basic,9/30/2022,9/30/2023,TRUE,1835,12
210,Eva,South,Premium,10/31/2022,10/31/2023,TRUE,1047,12
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,1765,12
213,Chris,North,Basic,1/31/2023,1/31/2024,TRUE,1768,12
214,Zoe,South,Premium,2/28/2023,2/29/2024,FALSE,1042,12
215,Paul,East,Basic,3/31/2023,3/31/2024,FALSE,1384,12
216,Grace,West,Standard,4/30/2023,4/30/2024,TRUE,2476,12
217,Rob,North,Basic,5/31/2023,5/31/2024,TRUE,1777,12
219,Dan,East,Basic,7/31/2023,7/31/2024,FALSE,2593,12
220,Nina,West,Standard,8/31/2023,8/31/2024,TRUE,1123,12
202,Jane,South,Premium,2/28/2022,2/28/2023,TRUE,2297,12
204,Maria,West,Standard,4/30/2022,4/30/2023,TRUE,2989,12
205,James,North,Basic,5/31/2022,5/31/2023,FALSE,1457,12
206,Ella,South,Premium,6/30/2022,6/30/2023,TRUE,1162,12
207,Mike,East,Basic,7/31/2022,7/31/2023,FALSE,1417,12
208,Sara,West,Standard,8/31/2022,8/31/2023,FALSE,2463,12
209,Tom,North,Basic,9/30/2022,9/30/2023,TRUE,1379,12
210,Eva,South,Premium,10/31/2022,10/31/2023,TRUE,1820,12
211,Liam,East,Basic,11/30/2022,11/30/2023,FALSE,2179,12
212,Anna,West,Standard,12/31/2022,12/31/2023,FALSE,1327,12
213,Chris,North,Basic,1/31/2023,1/31/2024,TRUE,2928,12
